waktu,clean_text
2024-12-22,scammer penipu convert saldo dari facebook pindah ke x info lebih detail
2024-12-22,scammer guys ni org udh nipu di berbagai platform yang tadinya di fb sekarang pindah ke x info detail di replay
2024-12-22,scammer penipu convert saldo dari fb pindah ke x info lebih lengkap
2024-12-22,username dulu : username sekarang: fb : maulana convertwa no : 6288980559769 no rek : 09930830760 permata bank an dinda apriliany puspitasari 1570669784 bca an aril maulana
2024-12-22,scammer hati penipuan cv saldo (conver saldo)dulu ada di fb sekarang pindah ke twitter/x info detail di reply
2024-12-22,scamer convert saldo awalnya main di facebook skrg udah mulai nyerang di x. hati hati kelen semuanya!
2024-12-22,penipu/scammer penipu convert saldo di fb penipu cv saldo di x
2024-12-22,scammer jaman sekarang makin banyak kang nipu kek ini contohnya abis nipu di platform fb sekarang pindah ke x / twitter info selanjutnya aku share di replay
2024-12-22,scammer halo gess jdi aku mau ngabarin ini ada penipu cv saldo dari fb yg pindah ke x so hati hati yaa detailnya ada di reply
2024-12-22,scammer hati hati ya ges sama orang ini tukang nipu cv saldo sebelumnya dari platform fb pindah ke twitter/x info detail nya di reply an ya
2024-12-22,scammer alert guys tandain penipu cv saldo berikut username dulu : username sekarang:
2024-12-22,username dulu : username sekarang: fb : maulana convertwa no : 6288980559769 no rek : 09930830760 permata bank an dinda apriliany puspitasari 1570669784 bca an aril maulana
2024-12-22,beware scammer hati2 guys sama penipu cv saldo satu ini: username dulu : username sekarang: dia di fb juga:
2024-12-21,istri saya tadi dihubungi kontak ini disuruh isi form ini itu karena istri saya sedang mengalami masalah dengan sistem mandiri. ya kali isi data bank mandiri dan bank bca sebagai penyelesaian masalah. mohon pihak mandiri menindak tegas penipu ini. thanks.
2024-12-21,waspada penipuan zeropromosi adalah penjual produk souvenir dan tidak ada money game. segala kegiatan transfer di luar nomor rekening resmi kami bukan tanggung jawab kami.
2024-12-21,waspada penipuan zeropromosi adalah penjual produk souvenir dan tidak ada money game. segala kegiatan transfer di luar nomor rekening resmi kami bukan tanggung jawab kami.
2024-12-21,ati2 sama orang ini dia nipu dia bukan admin rekber2 yg jual beli akun games
2024-12-21,please x do your magic. ex rekan kerja gue ga balikin duit gue rp 1.050.000 dia asli cimahi. please yang kenal info gue. namanya rizky ramdhani. dia emng sering minuem2 duit ke anak2 lain ga di balikin. please help me!
2024-12-21,guyss kemarin kan aku tiba dimasukin grup event samsung dan disuruh jalanin tugas nanti ada komisi. kemarin aku dah dapat sekitar 200rb an. nah di hari kedua event tersebut jalan lagi tapi aku ga ikut. eh tiba-tiba dia malah ancam katanya mau sebarin data aku.
2024-12-21,twitter pls do ur magic mau spill olshop penipu yang ngakunya alamat di jogja terpantau pagi ini masih aktif dan masih tetep cari mangsa baru. akun nya aku spill dibawah beserta kronologinya
2024-12-21,tolong untuk menutup situs itu atau menyelidiki nya terlebih dahulu
2024-12-21,penipuannn! mohon bantuannya bagi pemilik akun ini bertanggungjawab tidak punya etika menipu pedagang kecil mohon etikat baiknya sebelum diproses mohon bantuannya gaiss
2024-12-21,penipuan dalam talian: pengendali media sosial perlu tingkatkan sekuriti choong fook berkata pada masa kini sesiapa sahaja termasuk penipu boleh menyediakan profil dan iklan palsu secara mudah.
2024-12-20,apin 6282154973094 waktu dan tempat saya persilahkan.
2024-12-20,ini aletta penipu masih ada aja yang percaya dan pake jasanya ckck di awal lu bakal diminta duit ngamanin kontak pas cair bayar fee 50! paok lah ntar kalo gak cair nawarin withdraw bayar di awal yang dah pasti penipuan! hati yaa
2024-12-19,sekian thread ini terima kasih sudah mampir. semoga kita selalu dalam perlindungan allah dan lancar rezekinya mohon bantu report akun ini ya guys banyak banget penipuan loker di sini (ig: lokerindonesia)
2024-12-19,pelaku modus waspada dengan pria ini!
2024-12-19,penganiayaan sesama muslim tindakan kezaliman yang bakal memakan diri read more:
2024-12-19,korban beberkan modus agensi abal-abal rekam momen peserta ganti baju pakai kamera tersembunyi baca selengkapnya disini:
2024-12-19,ia beranggapan im punya pengaruh dan power besar.
2024-12-18,polis terima lima laporan berkaitan dakwaan ditipu agensi pelancongan kesemua individu terbabit ada buat laporan polis berkaitan perkara itu di ibu pejabat polis daerah dang wangi. - acp sulizmie affendy
2024-12-18,emg kesalahan aku percaya sama yang beginian tapi warning buat kalian semua jangan sampe ketipu lagi ya temen temen dan semoga orang yang suka nipu begini segera di tindak lanjuti biar ga berkeliaran di sosmed
2024-12-18,dua wanita ditipu kekasih maya rugi lebih rm4 juta akibat penipuan love scam
2024-12-17,mau bikin tambahan thread bikin hashtag biar org2 yg kena tipu kayak aku bisa ambil pelajaran. habis bikin thread kena tipu tadi orang ini nge dm aku. dan ini katanya. krn psikologis org kena tipu g stabil yg pengen bgt uangnya balik aku coba cari
2024-12-17,air mata menitis mendengar berita menyayat hati di ! seorang tua telah kehilangan rm2.2 juta dengan 'kekasih' alam siber dalam tempoh tujuh tahun bermula dari 2017.
2024-12-17,mjb dong ada yang pernah ngalamain kaya gini? aku belum pernah langganan apa apa tiba tiba kepotong kaya gini kira kira gimana ya?
2024-12-17,awaludin dalang penipuan gigamax libat kerugian rm7.25 juta enam lagi diburu individu lain yang dikesan ialah dua kepimpinan tertinggi sebuah ngo - polis
2024-12-17,pasangan kekasih tipu korban lewat aplikasi kencan online
2024-12-16,seorang nasabah sebuah bank menjadi korban aksi atau yang merugikan hingga rp600 juta viral di media sosial. dikutip dari akun instagram warga.jakbar pada sabtu 16 november 2024 kejadian tersebut bermula ketika istri korban mencari nomor call
2024-12-16,gedeg liat org nipu pake nomor org lain. mau di sebar lah mau apa lah g ngurus orang g pernah ngelakuin. suruh bayar 300 gwendeng sembarangmuitu yg pake testi nomor aku jg sinting kurang pro nipunya. bnyak chat masuk tanya aborsi miris. tiati ya ges
2024-12-16,awas modus beli emas sistem cod polisi bekuk tersangka penipuan: bawa senjata hingga sajam saat temui korban
2024-12-16,disini ada ga yg pernah ketipu tas lv (louis vuitton) palsu di shopee?
2024-12-16,56 294 kandungan berunsur penipuan diturunkan jumlah penurunan kandungan itu meningkat berbanding 6 297 kandungan pada 2023 dan 242 kandungan pada 2022 - timbalan menteri komunikasi
2024-12-16,pekebun kelapa sawit rugi rm300 000 akibat penipuan pelaburan 000
2024-12-16,buat para buyer jangan pernah beli di dia scam guys banyak korbannya nih buktinya tadi gua spam dia di dm lah akun gua langsung di blok sama dia. ni penipu udah ganti nama puluhan mungkin ratusan kali pas habis nipu
2024-12-16,saat ini pihak direktorat jenderal imigrasi sedang melakukan koordinasi dengan pihak-pihak terkait untuk memperbaiki dan menghindarkan sahabat mido dari hal-hal yang tidak dingingkan.
2024-12-15,penipu guyss hati2 yaaa modus nya jual tiket apa aja. berani ngasih ktp minta dp. suka ganti username
2024-12-15,guys please help jadi aku habis ditipu sama orang ini. kronologi awalnya beli digicam harga 340k si owner minta tambahan biaya lagi pas udah kelar di tf sebesar 350k. tp sender ga tf pas dimintain. sekarang wa sender di block guys :(
2024-12-15,pokoknya hati deh klo kalian mau bisnis thrift kyk gini halah banyak nipunya akun ini
2024-12-15,anggota dpd ri provinsi aceh h. sudirman haji uma s.sos turut serta membantu pemulangan warga bireuen korban tindak penipuan kerja di kamboja.
2024-12-15,warga emas rugi rm1.59 juta akibat penipuan pelaburan palsu .59juta
2024-12-14,udah buka gembokan tapi sekarang jual tiket timnas hahahahhahaha jangan ada yang ketipu lagi sama iblis ini! zen fahtuhrahman bri 332801005193506 an siti aminah
2024-12-14,ges hati hati sama akun ini ya penipuan! mending beli di toko resmi aja yang hati hati dalam memilih toko semoga kalian bisa bijak dalam memilih toko biar ga kejadian kaya aku
2024-12-14,pekerja kilang putih mata ditipu 'ejen' jual kereta rm17 500 lesap mangsa berusia 22 tahun dari kuala terengganu itu mendakwa bayaran dibuat secara tunai menggunakan wang hasil tabungan kepada suspek untuk membeli kereta jenis perodua myvi.
2024-12-14,pasangan bercerai 12 kali disiasat kerana penipuan kewangan
2024-12-14,bibd beri amaran waspada penipuan dalam talian
2024-12-14,aku takut bgt gatau mau gimana lagi tadi malam aku tidur kebangun terus yaallah pliss kasi aku saran ini solusinya gmana aku yg gegabah percaya saya tawaran di pesan wa ini aku takut gakuat help mee
2024-12-14,help mee plisss aku kena tipu aku tergiur mencoba pekerjaan ini ujung nya diminta topup ke akun kerjanya gituu aku ga sanggup nominalnya makin besar kalo tugasnya ga selesai uang ku ga bisa cair dan barang yg dipesan katanya akan dikirim kerumah ku
2024-12-13,scam melalui aplikasi tiktok dan login ke whatsapp pribadi ! awalnya korban ini live tiktok lalu ada yang komen iming2 ingin gift saldo ke shopeepay di mintain nomor telfonnya kronologi di bawah!
2024-12-13,penipuan tiket murah perjalanan pesawat jakarta-tokyo pp dialami marthia mulia asri.
2024-12-12,phising adalah yang dilakukan melalui email link website atau telepon palsu yang dibuat semirip mungkin dengan aslinya. tujuannya yaitu untuk mendapatkan data dan informasi sensitif seperti rekening bank atau username dan password. jadi
2024-12-12,hati buat kalian kalo ada yang lewat telegram yaaaaa penipuan mengatasnamakan nabati
2024-12-12,sempat jadi buronan tersangka kasus penipuan haksono santoso berhasil ditangkap
2024-12-12,polda metro tangkap dpo penipuan haksono santoso di kebon jeruk
2024-12-12,liat lah pelaku ponzi naufiz ini 181.950.000 modal sya di dia dan dgn entengnya bilang lunas krna ku viralin sungguh dzalim manusia satu ini
2024-12-12,rm11.9 juta kerugian akibat penipuan pelaburan forex .9juta
2024-12-12,mbah sayi penjual kangkung di brebes jadi korban uang mainan viral bikin wapres hingga cabup bupati terpilih turun tangan
2024-12-12,waspada upaya dengan modus mengirimkan pesan ke telegram mengaku sebagai admin dan memberikan link untuk mengecek penerima bansos. amp; tolong dicek.
2024-12-11,ayo lebih hati hati lagi ya kedepannya untuk bertransaksi online
2024-12-11,dua ditahan kes penipuan pelaburan forex libat kerugian rm11.9 juta 51 laporan polis diterima babit kerugian rm11 990 768 berkaitan sindiket penipuan pelaburan mata wang forex rentas sempadan sejak awal tahun.
2024-12-11,sering ketemu lowongan kerja yang syaratnya easy-peasy? hati-hati ya sobatkom bisa jadi salah satu dari loket abal-abal yang bisa menipu kalian.
2024-12-10,tolong ditindak lanjuti ya supaya tidak ada lagi yang kena. karena ternyata sudah ada beberapa yang tertipu. awalnya juga karena pakai kurir spx
2024-12-10,semak dahulu tawaran pelaburan elak jadi mangsa penipuan
2024-12-10,seorang warga kecamatan bogor utara berinisial pp (28) diduga menjadi korban penipuan dengan modus memberikan like pada produk di e-commerce. akibat penipuan ini pp mengalami kerugian hingga puluhan juta rupiah. //mr
2024-12-10,agama adalah yang dilegalkan untuk kepentingan kekuasaan politik yahudi kristen dan islam mau bantah ?
2024-12-09,ga ada kapok kapoknya ajir lah tolong itu gua ga tau ktp asli dia apa bukan tapi minta tolong banget kalo yg bisa laporin lacak apa ge tolong biar aman ini ngidol ngidol bukannya seneng2 malah sengsara kalo tipu tipu gini kan
2024-12-09,tiket apapun ga cuman konser. tiket timnas jg dia pun sok2 jual
2024-12-09,klo ada yg mau beli tiket konser apapun jgn pernah beli di akun orang ini. penipu. liat aja tweet nya banyak yg views tp gaada yg reply krn dia penipu
2024-12-09,guysss kalian hati sama akun yg jualan kuota murah akunnya klo di ig.
2024-12-09,modus penipuan joki tugas kalo dari kalian mau joki tugas tapi nomor nya yg ini. jangan pernah keep ya gua korbannya dan dia pelakunya nama awalnya syaakila trus habis itu dirubah jadi bilaa (sebelum gua diblock)
2024-12-09,pake aja nih ktp penipu mau balikin uangnya takut ada mau pinjol gunakan saja
2024-12-09,report aja akunnya gais minta bantuan nya karena udah nipu
2024-12-09,akhirnya saya blg ke dia utk ditunggu viral di twitter dan tiktok sama saya juga akan lapor akun ini ke kominfo eh tp malah diblock jadi siapapun yg pernah merasa kena tipu sama akun ini please guys bantu up kasus ini
2024-12-09,penipuan villa di bali hi teman teman yg mau cari villa di bali lewat akun tiktok atau ig mohon berhati hati ya. karena kmarin teman aku baru saja kena tipu akun tiktok berikut kronologinya
2024-12-08,62 851-4359-9177 6285143599177 085143599177 penipu scam app prem. langganan netflix 4 bln 70k mulai tgl 22 nov 24 tgl 8 des 24 pw sudah diganti. di wa centang 2 tapi ga dibalas. kemungkinan besar owner nya bernama steven fp
2024-12-07,penipuan di caranya dengan mengarahkan pembeli untuk konfirmasi penerimaan dan tulis review dengan nama daerah untuk alasan aktivasi nomor. lihat contoh produk nomor perdana dengan qrcode beda/editan.
2024-12-07,first time beli. malah kena tipu babi. akunnya dah ilang semua. hati2 guys
2024-12-07,guyss tolong aku takut bangett! jadi kemarin aku ikut freelance jalanin misi gitu. terus karena aku ga mau lanjut adminnya jadi spam amp; ancam aku terus kayak gini. ini aku harus gimana ya? ini dia beneran ga ya? help meee!
2024-12-07,di blok? hahaha
2024-12-06,cara yg punya mobil juga gak sopan jadi kemana mana pas kita tanya alamat rumah dimana biar bawa ke bengkel kita kata dia gak usah rumah kita rame
2024-12-06,hati-hati penipuan pesanan catering ngakunya dari kodim udah banyak korbannya! penipu ini awalnya pesan catering di orang tua saya buat 3 hari berturut-turut totalnya 450 box. setelah itu penipunya minta belikan dan talangin dulu uangnya buat beli ikan kaleng import.
2024-12-06,polres metro bekasi mengungkap toko online yang menjual barang-barang yang telah diubah tanggal kedaluwarsa-nya. toko itu itu meraup keuntungan hingga ratusan juga. bel selengkapnya:
2024-12-06,tw: penipuan help rt twitterr please do your magic! mamaku kena tipu dari dia sebesar 2.54 jt buat beli botol owala no. wa: 089501290206
2024-12-06,help rt penipuan thrift online! username ig : .co no tlp : 0812-2277-7483
2024-12-06,update si penipu ganti usn amp; pp
2024-12-06,sindiket penipuan derma didedahkan: dua adik beradik ditahan enam mangsa diselamatkan
2024-12-06,hati-hati jika ada pesan wa semacam ini. gunakan waktu untuk cari-cari info dulu tentang perusahaannya info lowongan dan sebagainya. kalau mau coba-coba silahkan tapi kalau sudah disuruh kirim/transfer uang mending stop.
2024-12-06,hati hati penipuan carousell steve madden bglowing women s crossbody bags - black pelaku atas nama nafisya putri kejadian pada sabtu 16 november 2024 (korban sebelum saya)
2024-12-06,hati hati penipuan carousell steve madden bglowing women s crossbody bags - black pelaku atas nama nafisya putri kejadian pada sabtu 16 november 2024 (korban sebelum saya)
2024-12-06,udah balesnya slow respon barang2 bagus di post udah lama masih pada ready semua. apa ga aneh untung cari tau dulu di twitter.
2024-12-06,hati hati penipuan carousell steve madden bglowing women s crossbody bags - black pelaku atas nama nafisya putri kejadian pada sabtu 16 november 2024 (korban sebelum saya)
2024-12-06,peringatan: modus penipuan paket palsu di masa liburan my24 hours indonesia saat masa liburan modus penipuan marak terjadi termasuk modus penipuan paket palsu yang akan menguras uang anda.
2024-12-05,reminder ga bosen2 ingetin semua orang buat hati2 sama akun jnt express yang asli cuma sisanya akun bodong yang kalo kalian hubungi dia tuh penipu
2024-12-05,fyi guys itu adalah akun jastip penipuan! hati-hati sebelum kalian order yaaa
2024-12-05,seorang pengusaha ditangkap polda lampung terkait kasus penipuan dan penggelapan
2024-12-05,tolong di spam nomor ini dong jujur msi kueselll polll sm owner bangsat itu dan korbannya banyak juga selain dari aku please semoga bisa viral masalah ini biar penipu sindikat ini bisa pada ketangkep
2024-12-05,mau nyari target baru kh maniezzz ? (paitt)
2024-12-04,guys aku minta tolong buat report akun instagram /monseur.store dong dia udah curi pict aku pliss bantu aku dia ini scam ngambil foto orang lain terus dijual di akunnya. aku sebagai seller pengen marah ke dia tapi belum apa apa udah di blok semua akunku
2024-12-04,di tipu sama toko online tas luxury ini sampe keludes 10jt lemes banget sumpah memang si salah aku ngga cek trlebih dahulu amp; akunya jg minim info mengenai pertransaksian melalui online
2024-12-04,bantu temanku ni ya ges nomernya dipakai penipu makai nomer temanku yg lama dibuat nipu ke orang pakai atas nama temanku
2024-12-04,batu viralin deh orang' kek gini perlu dikasih pelajaran embel mau bukain sinyal yang keblokir malah hilang uang 200k ga seberapa tapi gimana cara dia nipu sih semua yg dikomen adalah org bayaran tpi ku harap ada itikad baik
2024-12-04,hati hati penipuan carousell steve madden bglowing women s crossbody bags - black pelaku atas nama nafisya putri kejadian pada senin 18 november 2024
2024-12-04,bukti info dari korban nafisya putri penipuan carousell
2024-12-04,bukti info dari korban nafisya putri penipuan carousell
2024-12-04,ini akun instagramnya aku dapet info ini dari korbannya juga yang kena tipu 400ribu
2024-12-04,ini akun instagramnya aku dapet info ini dari korbannya juga yang kena tipu 400ribu
2024-12-04,hati hati penipuan carousell steve madden bglowing women s crossbody bags - black pelaku atas nama nafisya putri kejadian pada senin 18 november 2024 pukul 21.26 kronologi akan saya jelaskan. percayalah nafisya jejak digital itu bakal selalu ada.
2024-12-03,twitter/x please do your magic! gue abis ke tipu sama jasa rekber akun ig ini. please tolong gue gue spill kronologi nya
2024-12-03,tambahin thread dia malah nyebar nomor gw nih penipunya
2024-12-03,terus ada yang chat ternyata dia penipuan juga ngakak banget gw sama lo drama
2024-12-03,bantu ni penipuan 750 ribu ga dibalikin sama bantu up ba
2024-12-03,pihak bank perlu membayar semula kepada mangsa scammer jika ia merupakan kecuaian institusi terbabit sehingga menyebabkan berlakunya jenayah penipuan.
2024-12-03,udah luka disiram garam ada gila gilanya orang lagi kena musibah malah disaranin transaksinya dicicil aja katanya (yang pastinya dikenakan bunga) masalahnya itu transaksi scam ya bukan transaksi saya gini amat ya bank nyari duit
2024-12-03,halo guys hati-hati ya kalo mau beli app premium di orang ini. gaada tanggung jawab sama sekali.
2024-12-03,mereka yang jadi mangsa macam dah diberi saru skrip jawapan sama - pdrm
2024-12-03,kena scam cc bri udh ngajuin dispute hasilnya transaksi katanya 3d secure jadi nasabah tetap harus bayar yg jadi pertanyaan kan no hp yg terdaftar no saya trus kalian kirim otp kemana? saya ga ada terima sms otp untuk transaksi tersebut
2024-12-03,: nsrc berjaya sekat rm19 bilion wang jenayah penipuan dalam talian
2024-12-02,gayssss tiati yaaa samaa nomer ini akuu kena scam kaloo lagii mau ngata-ngatain orang silahkan chat dia aja
2024-12-02,ipol.id- dinas kependudukan dan pencatatan sipil (disdukcapil) provinsi dki jakarta mengimbau kepada masyarakat jakarta untuk hati-hati dalam menerima telepon yang mengatasnamakan layanan dari disdukcapil dki jakarta.
2024-12-02,rugi lebih rm14 000 terpedaya iklan susu tepung murah mangsa yang berminat dengan tawaran tersebut menekan pautan diberi dan mengisi butiran peribadi termasuk nombor akaun bank serta nombor pin.
2024-12-02,beli kipas harga rm200 rupanya saiz besar botol mineral seorang eksekutif sebuah syarikat berkaitan kerajaan mengakui kecewa kerana kes penipuan seumpama ini masih berlaku dalam masyarakat
2024-12-01,buat satu minggu ini dia masih ada di area cikupa tangerang buat para korban silahkan datangi graha gardenia xg.08/36. abis gua gerebek soalnya
2024-12-01,guys help bantu rt mereka minta kita kasih aku 471 ribu rupiah sama lunar wear yang followersnya udah belasan ribu di instagram niatnya beli dress untuk dipake ke kondangan sodara ehh blungsuk malah kek emang
2024-12-01,akun centang biru gak menjamin mereka akun yang terpecaya
2024-12-01,bantu report blokir dan bekuin rek banknya kalau ada yang bisa guys.
2024-11-30,beli baju melayu dapat kemeja t pengalaman seorang ibu ditipu penjual yang menggunakan media sosial sehingga menyebabkan dia kerugian kira-kira rm150.
2024-11-30,pliss buat temen-temen yang join grup di tele (grup formasi atau apapun) jangan cepet percayaa kalo ada yang nawarin sharing to karena aku kena tipu 50k
2024-11-30,hari ini ada modus berkedok penghasilan tambahan (katanya) nih oknum di chat main ngegas aja suruh tugas pertama padahal masih di interogasi. inget tuhan lihat segalanya. yang kau nikmatin itu uang haram (pencurian uang orang) nomor nya 62 895-3392-38079
2024-11-30,bantu plss
2024-11-30,tanggungjawab tetap kepada pemilik akaun bank kamal affandi berkata bukan kewajipan institusi bank memastikan pemilik akaun tidak ditipu.
2024-11-29,tim satgas siri kejaksaan agung bersama tim kejaksaan tinggi daerah khusus jakarta dan tim kejaksaan negeri jakarta pusat menangkap buronan bernama rosmala yang masuk dalam daftar pencarian orang (dpo). n
2024-11-29,help rt hati hati gais yang mau beli jam tangan/sepatu buat lari ini akun gonta ganti usn tiktok nggak tau udah banyak korban atau belum tapi cowo aku jadi korbanya
2024-11-29,tolong di up! haloo gaes di sini aku mau ngasih tau akun penipu yaa gaes biar di up dan nggak banyak lagi yang ketipu apalagi nominalnya lumayan. ini akunnya tolong bantu di report juga!
2024-11-28,kementerian badan usaha milik negara (bumn) meminta masyarakat untuk mewaspadai penipuan yang dilakukan oleh oknum tertentu menggunakan surat penunjukan komisaris palsu.
2024-11-28,minta tolong semua untuk spam nomor penjual itu dan hati-hati jika ingin beli app premium supaya tidak kena penipuan seperti saya.
2024-11-28,btw itu bukan orang aslinya yang aslinya namanya syafa ignya
2025-07-22,rm18 juta lesap akibat penipuan siber di terengganu catat 940 kes penipuan dalam masa enam bulan pertama tahun ini
2025-07-22,polisi bongkar penipuan modus lowongan kerja di bekasi 29 orang jadi korban
2025-07-21,ni si dajjal penipu setan masih berkeliaran ternyata. tandai usn nya gess !
2025-07-21,aku bantu quote ya kak ini juga pernah nipu aku sebelum nyaa. ini dia akun nya gess! usn pasti terus berganti-ganti pantau aja teruss.
2025-07-21,dgn trs meningkatnya jumlah kasus wni d kbri himbau wni hati-hati dlm menerima di luar negeri. jangan mudah tergiur dgn iming-iming gaji tinggi dan proses perekrutan yg mudah
2025-07-21,dilansir dari the economic times jumat (18/7/2025) jiao secara resmi telah ditahan pihak berwenang pada 5 juli 2025 lalu. md
2025-07-21,data terkini jumlah kasus pelindungan wni meningkat dua kali lipat. mayoritas besar terkait wni yang terkait aktivitas ilegal online. tonton selengkapnya:
2025-07-20,help rt ktp aku yg tertera dibawah disalahgunakan buat nipu tiket konser bukan aku pelakunya! kalo ada yg ngaku jual tiket konser atau apapun pake data aku di ig x atau sosmed manapun pls jgn percaya. aku ga jual tiket konser basket atau apapun.
2025-07-20,semoga kalian gak ada yang ketipu atau sampai kasih qr bank ke pembeli ya be aware guyss
2025-07-20,please rt please hati hati sama modus kaya gini ya! modus penipuan qr bank terutama buat kalian yang jualan di live pasti dia awalnya coment bisa qr bca atau mandiri gak kak? atau ya kaya aku dia langit mau take dan langsung chat.
2025-07-20,meresahkan modus penipuan dijalanan.
2025-07-20,plisss kalian yg tau atau yg kerja di bank tau ga qris itu bisa di cek milik siapa atau alamatnya. aku abis kena tipu
2025-07-20,dubes ri apresiasi kepolisian kampot yg pd januari-juni 2025 telah amankan 39 wni dr sindikat online. kepolisian kampot juga telah tangani 21 kasus yang melibatkan 71 wni
2025-07-19,oku rugi lebih rm500 000 terpedaya tawaran kerja palsu suspek menawarkan mangsa peluang menjual barangan permainan kanak-kanak secara dalam talian.
2025-07-19,viralin gais. penipu nih namanya fachrie andika putra 62 856-3527-843
2025-07-19,gais ini gue kena penipuan ga ya? katanya udah di transfer tp masa cek mutasi gaada? bilangnya delay 3 jam atau 1x24 jam baru masuk. jujur gue serem sih
2025-07-19,pengadilan negeri jakarta pusat telah memutuskan 2 tahun penjara untuk kasus penipuan sebesar 15 milliar rupiah yang dilaporkan bunga zainal.
2025-07-19,lebih 2 000 suspek penipuan dalam talian ditahan di kemboja kebanyakannya dari negara asia tenggara dan asia selatan.
2025-07-19,kesian beb member jauh-jauh datang cari kau sampai ada keluar air mata jantan tulis salah seorang rakan yang menyertai ops pencarian ija. berita penuh:
2025-07-19,jangan sampai ketipu sohib sekarang lagi ramai yg ngaku2 dari buat aktivasi ( ) jadi mulai sekarang jangan sembarangan kasih data pribadi ke siapa pun!
2025-07-19,guyss beneran penipuuu! hati hati yaa! beneran penipuu awas guyss
2025-07-19,dan terakhir ini chat gua ga dibales amp; pas mau nonton konser tiketnya gabisa di scan sama sekali tolong ya kalau nipu mending lu musnah dan balikin duit gua ajg stress ya lu ajg bales chat gua ajg
2025-07-19,kronologinya: awalnya gua bikin tweet wtb need tiket pbb di pakansari. dan dia komen alhasil lgsng gua reach out. awalnya aman aman aja dan dia ngeyakinin gua banget semua bukti dia kasih ke gua
2025-07-19,balikin duit gua ajg 360k! babi lu kl nipu jahat ya ajg tolol babi ajg minta jaga kepercayaan taii
2025-07-18,istri doni salmanan dinan fajrina angkat bicara soal sang suami yang dimiskinkan negara karena kasus penipuan
2025-07-18,daud mengatakan pengakuan pemohon saat wawancara pembuatan paspor yang menyatakan hendak pergi ke luar negeri tanpa pernah bertemu kekasihnya secara langsung menjadi indikasi kuat pemohon terkena love scamming. md
2025-07-18,bagikan informasi ini kepada keluarga dan teman agar mereka juga terhindar dari sms hacking!
2025-07-18,istri doni salmanan dinan fajrina angkat bicara soal sang suami yang dimiskinkan negara karena kasus penipuan
2025-07-18,penipu! penipuan tiket konser vip sarga festival 2025 wa: 62 857-7434-7761 no. rek: bni 1919026054 a.n halimatus sadiyah ig: /secc53416 /halmsadyh plis anyone yang bisa track identitasnya tolong bantuannya
2025-07-18,sampai skrg ga keliatan ada itikad baiknya. total kerugian ku 52.500.000 ! aku selama ini udah sabar dan ikutin semua kemauannya dia undur terus banyak alesan dan ga tf tf. kalo km baca ini tolong segera bales chat aku amp; selesaikan masalah kita.
2025-07-18,seorang ibu di florida amerika serikat mengalami penipuan setelah suara putrinya diduplikasi menggunakan kecerdasan buatan (ai). akibatnya ia kehilangan uang tunai sebesar 15.000 dollar as atau sekitar rp 245 juta.
2025-07-18,karena udah sering banget dapet ginian sampai hapal polanya tp skrng udah insyaf deh saya. kasian sama admin nya mereka kena hukuman ga ya? tp itu tetep uang haram sih. pas aku dapet pun kayak ada sesuatu yg hilang dari aku entah duit sakit dll nya. stop deh
2025-07-18,penipuan. bagikan informasi ini kepada keluarga dan teman agar mereka juga terhindar dari sms hacking!
2025-07-18,akses situs dan rekening terkait telah diblokir dan ojk mengimbau masyarakat untuk selalu cek 2 hal yaitu legal dan logis sebelum tergiur tawaran investasi apa pun. source: cnbc indonesia
2025-07-17,dikira cuan ternyata jerat digital waspada beredar tautan link palsu bsu! follow here: join channel whatsapp kami:
2025-07-17,menantu pendiri astra internasional diduga terseret kasus penipuan usd1 juta ini kronologinya! (nf)
2025-07-17,kasus penipuan jual beli kontrakan fiktif di bekasi barat yang telah merugikan puluhan korban miliaran rupiah kini tengah diperiksa secara mendalam oleh kepolisian. md
2025-07-17,pensyarah rugi rm137 000 terpedaya skim pelaburan mangsa membuat 210 transaksi ke tujuh akaun berbeza dengan jumlah keseluruhan rm162 000.
2025-07-17,otoritas kamboja gelar operasi pemberantasan penipuan online wni turut dijadikan target
2025-07-17,mitra serasi dalam beberapa waktu terakhir marak terjadi penipuan dengan modus pemutakhiran nomor pokok wajib pajak (npwp) yang mengatasnamakan direktorat jenderal pajak (djp).
2025-07-17,help rt! this is scammer user /marques35maria name: chloe address: ji. gegerkalong girang no.44g isola kec. sukasari kota bandung jawa barat 50154 number: 62-888-813-1766
2025-07-16,benarkah wakil walikota jakarta timur menawarkan donasi kepada dkm/ pengurus masjid? buka tautan untuk lihat faktanya:
2025-07-16,dilaporkan ke jaksa atas dugaan pasar modal read more: -kgaeul
2025-07-16,kasus naik ke kejaksaan read more: -kgaeul
2025-07-16,batal diduga terlibat read more: -kgaeul
2025-07-16,kenapa sih sekarang banyak telpon spam penipu gw dah muak sama telpon ginian. hati2 guys.
2025-07-16,tolong bantu spam ni nomer suru balikkin duit gw
2025-07-16,bharatu cecep ridwan merupakan anggota polisi yang bertugas di satbrimob poldajawa barat saat ini ia telah resmi dipecat dengan tidak hormat (ptdh) dari korps brimob usai melakukan tindak kriminalitas.
2025-07-16,1. akun komplotannya tumbang sisa 2 masih berkeliaran hai nder how are you
2025-07-16,penipuan jual beli unit kontrakan di kawasan kranji kelurahan jakasampurna kecamatan bekasi barat kota bekasi memakan puluhan korban. ll
